,OrganizationIdentifier,ActivityMediaSubdivisionName,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityConductingOrganizationText,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName
17682,INSTOR_WQX,,2019-06-04,,,,,41.6183461878,-87.1990612156,Chloride
17683,UTAHDWQ_WQX,,2019-08-13,,Division of Water Quality,,,40.14387,-111.74946,Specific conductance
17684,SAMISHINDIAN_WQX,,2019-06-17,,,,,48.5044,-122.606,Fecal Coliform
17685,UTAHDWQ_WQX,,2019-05-08,,Division of Water Quality,,,39.32302,-111.11461,Calcium
17686,MNPCA,Surface Water,2019-03-08,,,,,44.97776,-93.090727,Total volatile solids
17687,UTAHDWQ_WQX,,2019-04-03,,Division of Water Quality,,,40.14387,-111.74946,Total volatile solids
17688,WIDNR_WQX,,2019-08-06,4.0,WIDNR_WQX,,,45.82015,-91.89824,"Biochemical oxygen demand, standard conditions"
17689,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-19,,,,,40.02388,-84.18492,Sodium
17690,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,40.00148,-104.825378,Conductivity
17691,WIDNR_WQX,,2019-04-01,1.0,WIDNR_WQX,,,46.535004,-91.58253,Chloride
17692,MNPCA,Surface Water,2019-01-23,,,,,44.978056,-93.239444,Total suspended solids
17693,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.812772,-104.95444,Turbidity
17694,MNPCA,Surface Water,2019-08-10,,,,,44.953353,-93.205417,Magnesium
17695,MNPCA,Surface Water,2019-03-21,,,,,44.957167,-93.081783,Calcium
17696,MNPCA,Surface Water,2019-02-27,,,,,45.023889,-93.277222,Total volatile solids
17697,21VASWCB,Surface Water,2019-10-21,0.3,DEQ,,,37.9794,-75.5487,Turbidity
17698,WFWQC_UT,,2019-06-12,,,,,40.21143,-111.65195,Total dissolved solids
17699,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,40.00148,-104.825378,"Alkalinity, total"
17700,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-05-15,,,,,39.812806,-104.954333,Total suspended solids
17701,MNPCA,Surface Water,2019-09-23,,,,,44.925096,-92.91244,Escherichia coli
17702,MNPCA,Surface Water,2019-10-01,,,,,44.910663,-93.192374,Calcium
17703,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,39.812772,-104.95444,Bromide
17704,MNPCA,Surface Water,2019-08-15,,,,,44.202651,-93.812717,Stream recreational suitability (choice list)
17705,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-23,,,,,41.091981,-82.405131,"Carbonaceous biochemical oxygen demand, standard conditions"
17706,MNPCA,Surface Water,2019-10-02,,,,,44.953273,-93.074752,Chloride
17707,21VASWCB,,2019-02-13,0.3,DEQ,,,37.9663,-75.5931,Salinity
17708,MNPCA,Surface Water,2019-10-21,,,,,44.957167,-93.081783,Escherichia coli
17709,INSTOR_WQX,,2019-09-09,,,,,41.7250767749,-86.9016515024,Sodium
17710,UTAHDWQ_WQX,,2019-06-19,,Bureau of Land Management,,,40.06274,-109.18622,Total dissolved solids
17711,MNPCA,Surface Water,2019-04-17,,,,,44.97776,-93.090727,Chloride
17712,SANDIAWQ_WQX,Surface Water,2019-08-20,,,,,35.25974,-106.59623,Wind velocity
17713,MNPCA,Surface Water,2019-08-14,,,,,45.050084,-93.273847,Total suspended solids
17714,INSTOR_WQX,,2019-11-21,,,,,41.5997954912,-87.3429555221,Sulfate
17715,MNPCA,Surface Water,2019-08-13,,,,,44.932031,-93.144877,Total volatile solids
17716,MNPCA,Surface Water,2019-06-30,,,,,44.910663,-93.192374,pH
17717,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-20,,,,,39.812806,-104.954333,Sodium
17718,UTAHDWQ_WQX,,2019-03-05,,Division of Water Quality,,,37.0386,-113.62998,Total suspended solids
17719,MNPCA,Surface Water,2019-07-01,,,,,44.97776,-93.090727,"Hardness, carbonate"
17720,21VASWCB,Surface Water,2019-10-31,0.3,DEQ,,,37.9794,-75.5487,Fixed suspended solids
17721,MNPCA,Surface Water,2019-09-17,,,,,45.023889,-93.277222,"Transparency, tube with disk"
17722,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812806,-104.954333,Total suspended solids
17723,MNPCA,Surface Water,2019-07-23,,,,,44.957167,-93.081783,Magnesium
17724,UTAHDWQ_WQX,,2019-07-16,,Division of Water Quality,,,39.67157,-110.50878,Calcium
17725,MNPCA,Surface Water,2019-06-12,,,,,44.932031,-93.144877,Total volatile solids
17726,MNPCA,Surface Water,2019-05-13,,,,,44.9971,-93.47175,Chloride
17727,21COL001_WQX,Wastewater Treatment Plant Effluent,2019-09-30,,CDPHE-WQCD,,,40.1726,-105.9157,"Alkalinity, total"
17728,MNPCA,Surface Water,2019-06-27,,,,,44.910663,-93.192374,Escherichia coli
17729,WIDNR_WQX,,2019-08-27,4.0,WIDNR_WQX,,,45.82015,-91.89824,Dissolved oxygen (DO)
17730,21VASWCB,,2019-04-09,0.3,DEQ,,,37.9794,-75.5487,Salinity
17731,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-08-06,,,,,40.5703,-84.2106,Sodium
17732,WIDNR_WQX,,2019-09-25,,WIDNR_WQX,,,45.884422,-89.65167,pH
17733,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-12-02,,,,,39.952208,-84.32098,"Hardness, Ca, Mg"
17734,21VASWCB,,2019-11-06,0.3,DEQ,,,37.6712,-77.5668,Weather comments (text)
17735,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-17,,,,,39.812806,-104.954333,Conductivity
17736,SAMISHINDIAN_WQX,,2019-12-11,,,,,48.5044,-122.606,Fecal Coliform
17737,WIDNR_WQX,,2019-10-29,4.0,WIDNR_WQX,,,45.82015,-91.89824,"Temperature, water"
17738,INSTOR_WQX,,2019-04-09,,,,,41.5997954912,-87.3429555221,Dissolved oxygen saturation
17739,BPMWQX,Surface Water,2019-12-06,,,,,37.87673048,-107.6443288,Potassium
17740,SAMISHINDIAN_WQX,,2019-04-17,,,,,48.48,-122.59,pH
17741,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-03,,,,,40.00148,-104.825378,Escherichia coli
17742,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.47,-122.59,Fecal Coliform
17743,WIDNR_WQX,,2019-04-30,4.0,WIDNR_WQX,,,45.82015,-91.89824,pH
17744,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,40.00148,-104.825378,"Carbonaceous biochemical oxygen demand, standard conditions"
17745,MNPCA,Surface Water,2019-04-29,0.0,,,,45.072791,-93.283305,Oxidation reduction potential (ORP)
17746,UTAHDWQ_WQX,,2019-05-20,,Division of Water Quality,,,37.0386,-113.62998,Magnesium
17747,MNPCA,Surface Water,2019-08-13,,,,,44.97736,-93.090457,Chloride
17748,INSTOR_WQX,,2019-08-06,,,,,41.6183461878,-87.1990612156,Dissolved oxygen (DO)
17749,MNPCA,Surface Water,2019-06-24,,,,,44.875331,-92.99937,Total volatile solids
17750,MNPCA,Surface Water,2019-02-27,,,,,44.978056,-93.245,"Alkalinity, total"
17751,MNPCA,Surface Water,2019-05-21,,,,,45.050084,-93.273847,"Hardness, carbonate"
17752,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,39.812772,-104.95444,Bromide
17753,MNPCA,Surface Water,2019-08-26,,,,,44.97736,-93.090457,pH
17754,SAMISHINDIAN_WQX,,2019-03-21,,,,,48.47,-122.59,pH
17755,MNPCA,Surface Water,2019-08-15,,,,,44.957167,-93.081783,pH
17756,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,40.00148,-104.825378,Calcium
17757,WIDNR_WQX,,2019-09-10,,WIDNR_WQX,,,45.884422,-89.65167,"Temperature, water"
17758,MNPCA,Surface Water,2019-08-19,,,,,45.023889,-93.277222,Chloride
17759,MNPCA,Surface Water,2019-01-09,,,,,44.978056,-93.245,Dissolved oxygen (DO)
17760,PALERMOWELLFIELD_WQX,Groundwater,2019-10-25,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,pH
17761,INSTOR_WQX,,2019-10-10,,,,,41.65241767,-87.4381260151,pH
17762,SAMISHINDIAN_WQX,,2019-09-25,,,,,48.5,-122.6,Salinity
17763,SAMISHINDIAN_WQX,,2019-02-28,,,,,48.48,-122.57,Dissolved oxygen (DO)
17764,MNPCA,Surface Water,2019-03-14,,,,,44.97736,-93.090457,Calcium
17765,MNPCA,Surface Water,2019-04-17,,,,,44.953353,-93.205417,Total dissolved solids
17766,SAMISHINDIAN_WQX,,2019-10-23,,,,,48.47,-122.59,pH
17767,MNPCA,Surface Water,2019-09-16,,,,,44.97736,-93.090457,Chloride
17768,21VASWCB,Surface Water,2019-01-23,0.3,DEQ,,,37.9629,-75.594,Total suspended solids
17769,BPMWQX,Surface Water,2019-12-09,,,,,37.8892720817,-107.6546164882,Sulfate
17770,MNPCA,Surface Water,2019-08-20,,,,,44.97736,-93.090457,Total dissolved solids
17771,MNPCA,Surface Water,2019-09-12,,,,,45.012778,-93.220278,Sulfate
17772,UTAHDWQ_WQX,,2019-06-17,,Division of Water Quality,,,37.0386,-113.62998,Calcium
17773,UTAHDWQ_WQX,,2019-05-22,,Division of Water Quality,,,38.57944,-109.57183,Dissolved oxygen (DO)
17774,SSCW,,2019-06-04,,,,,42.50608,-70.8728,Enterococcus
17775,MNPCA,Surface Water,2019-09-11,,,,,45.050084,-93.273847,"Hardness, carbonate"
17776,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812806,-104.954333,Total dissolved solids
17777,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-12-03,,,,,40.00148,-104.825378,Fluoride
17778,UTAHDWQ_WQX,,2019-02-06,,Division of Water Quality,,,37.03965,-113.63329,Magnesium
17779,UTAHDWQ_WQX,,2019-02-12,,Division of Water Quality,,,39.68163,-110.54488,Total dissolved solids
17780,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-07-23,,,,,40.5703,-84.2106,Chloride
17781,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-17,,,,,40.00148,-104.825378,Conductivity
17782,SAMISHINDIAN_WQX,,2019-09-25,,,,,48.47,-122.59,pH
17783,INSTOR_WQX,,2019-01-03,,,,,41.6183461878,-87.1990612156,"Temperature, water"
17784,MNPCA,Surface Water,2019-06-30,,,,,44.97736,-93.090457,Magnesium
17785,MNPCA,Surface Water,2019-09-17,,,,,44.932031,-93.144877,Total dissolved solids
17786,21VASWCB,Surface Water,2019-01-23,0.3,DEQ,,,37.9778,-75.5476,Fixed suspended solids
17787,MNPCA,Surface Water,2019-04-17,,,,,44.953353,-93.205417,Calcium
17788,MNPCA,Surface Water,2019-06-30,,,,,44.957167,-93.081783,Calcium
17789,MNPCA,Surface Water,2019-06-20,,,,,44.9971,-93.47175,Total suspended solids
17790,PALERMOWELLFIELD_WQX,Groundwater,2019-10-25,,"GeoEngineers, Inc.",,,47.0024943,-122.9119127,Dissolved oxygen (DO)
17791,MNPCA,Surface Water,2019-09-12,,,,,45.023889,-93.277222,Total volatile solids
17792,MNPCA,Surface Water,2019-06-23,,,,,45.012778,-93.220278,Chloride
17793,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,39.812806,-104.954333,Sodium
17794,MNPCA,Surface Water,2019-07-25,,,,,44.925096,-92.91244,"Temperature, water"
17795,MNPCA,Surface Water,2019-08-13,,,,,45.03739,-92.8425,Total suspended solids
17796,MNPCA,Surface Water,2019-10-21,,,,,44.957167,-93.081783,Total suspended solids
17797,INSTOR_WQX,,2019-05-14,,,,,41.69232048,-87.5054023621,Chemical oxygen demand
17798,MNPCA,Surface Water,2019-08-02,0.0,,,,46.815405,-95.830962,Escherichia coli
17799,INSTOR_WQX,,2019-06-04,,,,,41.6183461878,-87.1990612156,"Alkalinity, total"
17800,UTAHDWQ_WQX,,2019-01-15,,Division of Water Quality,,,37.03965,-113.63329,Calcium
17801,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,40.00148,-104.825378,Dissolved oxygen (DO)
17802,21OHIO_WQX,Industrial Effluent,2019-06-25,,,,,40.53075,-81.494557,Potassium
17803,21VASWCB,,2019-01-23,0.3,DEQ,,,37.9794,-75.5487,pH
17804,MNPCA,Surface Water,2019-02-13,,,,,45.012778,-93.220278,Chemical oxygen demand
17805,UTAHDWQ_WQX,,2019-02-06,,Division of Water Quality,,,37.0386,-113.62998,Total dissolved solids
17806,MNPCA,Surface Water,2019-02-13,,,,,45.023889,-93.277222,Chemical oxygen demand
17807,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-16,,,,,39.812806,-104.954333,Total dissolved solids
17808,UTAHDWQ_WQX,,2019-11-26,,Division of Water Quality,,,39.51447,-111.58635,Calcium
17809,UTAHDWQ_WQX,,2019-03-28,,Division of Water Quality,,,39.5333,-110.71293,Total dissolved solids
17810,21VASWCB,Surface Water,2019-10-21,0.3,DEQ,,,37.9003,-75.5125,Total volatile solids
17811,MNPCA,Surface Water,2019-05-08,,,,,44.910663,-93.192374,Chloride
17812,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,40.00148,-104.825378,Turbidity
17813,MNPCA,Surface Water,2019-04-22,,,,,44.932031,-93.144877,Total volatile solids
17814,MNPCA,Surface Water,2019-08-13,,,,,45.050084,-93.273847,Total dissolved solids
17815,SAMISHINDIAN_WQX,,2019-04-17,,,,,48.48,-122.59,"Temperature, water"
17816,INSTOR_WQX,,2019-12-10,,,,,41.69232048,-87.5054023621,Calcium carbonate
17817,UTAHDWQ_WQX,,2019-08-13,0.18,Division of Water Quality,,,40.14387,-111.74946,"Temperature, water"
17818,MNPCA,Surface Water,2019-11-14,,,,,44.97776,-93.090727,Total dissolved solids
17819,MNPCA,Surface Water,2019-01-23,,,,,44.957167,-93.081783,pH
17820,INSTOR_WQX,,2019-04-09,,,,,41.69232048,-87.5054023621,Dissolved oxygen saturation
17821,UTAHDWQ_WQX,,2019-05-15,,Division of Water Quality,,,40.14387,-111.74946,Turbidity
17822,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-05,,,,,39.812772,-104.95444,Turbidity
17823,WIDNR_WQX,,2019-09-03,,WIDNR_WQX,,,45.884422,-89.65167,Dissolved oxygen (DO)
17824,SAMISHINDIAN_WQX,,2019-12-11,,,,,48.49,-122.61,"Temperature, water"
17825,MNPCA,Surface Water,2019-07-02,,,,,44.957167,-93.081783,pH
17826,MNPCA,Surface Water,2019-05-21,,,,,45.050084,-93.273847,Total dissolved solids
17827,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-09-04,,,,,40.00148,-104.825378,Total suspended solids
17828,MNPCA,Surface Water,2019-02-27,,,,,45.023889,-93.277222,Sulfate
17829,MNPCA,Surface Water,2019-07-23,,,,,44.97776,-93.090727,Calcium
17830,MNPCA,Surface Water,2019-08-26,,,,,44.910663,-93.192374,Total suspended solids
17831,MNPCA,Surface Water,2019-09-06,,,,,44.978056,-93.245,Chloride
17832,MNPCA,Surface Water,2019-08-18,,,,,44.875331,-92.99937,"Hardness, carbonate"
17833,PALERMOWELLFIELD_WQX,Groundwater,2019-10-20,,"GeoEngineers, Inc.",,,47.0020393,-122.9116999,Specific conductance
17834,MNPCA,Surface Water,2019-04-17,,,,,44.809706,-92.930417,Total volatile solids
17835,MNPCA,Surface Water,2019-07-28,,,,,44.97736,-93.090457,Chloride
17836,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.812772,-104.95444,Escherichia coli
17837,WIDNR_WQX,,2019-01-07,1.0,WIDNR_WQX,,,46.535004,-91.58253,"Temperature, water"
17838,MNPCA,Surface Water,2019-08-15,,,,,44.957167,-93.081783,Total dissolved solids
17839,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-16,,,,,39.812806,-104.954333,"Hardness, carbonate"
17840,INSTOR_WQX,,2019-10-03,,,,,41.6183461878,-87.1990612156,Chloride
17841,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-04-30,,,,,39.371128,-84.57002,Chemical oxygen demand
17842,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-28,,,,,40.456,-83.8957,Sodium
17843,MNPCA,Surface Water,2019-07-23,,,,,44.910663,-93.192374,Sulfate
17844,MNPCA,Surface Water,2019-05-10,,,,,45.012778,-93.220278,pH
17845,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-07-17,,,,,39.812806,-104.954333,Magnesium
17846,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-03-26,,,,,41.6872,-83.4797,"Carbonaceous biochemical oxygen demand, standard conditions"
17847,MNPCA,Surface Water,2019-10-23,,,,,44.94981,-92.92872,Chloride
17848,SANDIAWQ_WQX,Surface Water,2019-09-11,,,,,1.0,-1.0,Conductivity
17849,BPMWQX,Surface Water,2019-12-06,,,,,37.89098119,-107.6484397,Potassium
17850,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-08-20,,,,,40.5703,-84.2106,Sulfate
17851,MNPCA,Surface Water,2019-03-21,,,,,45.050084,-93.273847,Chloride
17852,MNPCA,Surface Water,2019-08-26,,,,,44.875331,-92.99937,"Hardness, carbonate"
17853,WFWQC_UT,,2019-10-16,,,,,40.144972,-111.650333,Volatile suspended solids
17854,WIDNR_WQX,,2019-05-06,1.0,WIDNR_WQX,,,46.535004,-91.58253,"Temperature, water"
17855,MNPCA,Surface Water,2019-02-14,,,,,45.050084,-93.273847,Sulfate
17856,MNPCA,Surface Water,2019-06-26,,,,,45.050084,-93.273847,Chemical oxygen demand
17857,WIDNR_WQX,,2019-08-06,,WIDNR_WQX,,,45.884422,-89.65167,pH
17858,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-17,,,,,39.812806,-104.954333,Calcium
17859,WIDNR_WQX,,2019-08-20,,WIDNR_WQX,,,45.884422,-89.65167,"Temperature, water"
17860,MNPCA,Surface Water,2019-03-10,,,,,45.050084,-93.273847,Chemical oxygen demand
17861,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,40.00148,-104.825378,Bromide
17862,SAMISHINDIAN_WQX,,2019-07-29,,,,,48.48,-122.59,"Temperature, water"
17863,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,39.812772,-104.95444,"Hardness, carbonate"
17864,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-12-03,,,,,40.00148,-104.825378,Conductivity
17865,INSTOR_WQX,,2019-10-10,,,,,41.65241767,-87.4381260151,Specific conductance
17866,WIDNR_WQX,,2019-08-06,,WIDNR_WQX,,,45.884422,-89.65167,pH
17867,SAMISHINDIAN_WQX,,2019-12-11,,,,,48.48,-122.57,Dissolved oxygen (DO)
17868,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-11-20,,,,,40.130525,-84.235,Calcium
17869,WIDNR_WQX,,2019-04-01,1.0,WIDNR_WQX,,,46.535004,-91.58253,Total suspended solids
17870,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-03-06,,,,,39.812772,-104.95444,pH
17871,UTAHDWQ_WQX,,2019-05-20,,Division of Water Quality,,,37.0386,-113.62998,Calcium
17872,UTAHDWQ_WQX,,2019-04-17,,Division of Water Quality,,,40.14387,-111.74946,Total suspended solids
17873,UTAHDWQ_WQX,,2019-08-14,,Division of Water Quality,,,38.57944,-109.57183,pH
17874,MNPCA,Surface Water,2019-03-14,,,,,44.97776,-93.090727,Total volatile solids
17875,UTAHDWQ_WQX,,2019-02-12,,Division of Water Quality,,,39.32302,-111.11461,pH
17876,MNPCA,Surface Water,2019-03-21,,,,,44.953353,-93.205417,Chloride
17877,MNPCA,Surface Water,2019-01-09,,,,,45.012778,-93.220278,"Alkalinity, total"
17878,INSTOR_WQX,,2019-07-11,,,,,41.69232048,-87.5054023621,pH
17879,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,39.812772,-104.95444,Calcium
17880,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-10-02,,,,,40.00148,-104.825378,"Hardness, carbonate"
17881,SANDIAWQ_WQX,Surface Water,2019-09-11,,,,,1.0,-1.0,pH
17882,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-16,,,,,39.8686,-84.2814,"Hardness, Ca, Mg"
17883,MNPCA,Surface Water,2019-05-31,,,,,45.012778,-93.220278,Escherichia coli
17884,WFWQC_UT,,2019-10-16,,,,,40.144972,-111.650333,Dissolved oxygen (DO)
17885,SAMISHINDIAN_WQX,,2019-09-25,,,,,48.47,-122.59,"Temperature, water"
17886,INSTOR_WQX,,2019-03-12,,,,,41.5997954912,-87.3429555221,Sulfate
17887,INSTOR_WQX,,2019-08-13,,,,,41.5997954912,-87.3429555221,pH
17888,UTAHDWQ_WQX,,2019-03-28,,Division of Water Quality,,,39.5333,-110.71293,Potassium
17889,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,40.00148,-104.825378,Magnesium
17890,UTAHDWQ_WQX,,2019-07-15,,Division of Water Quality,,,39.32302,-111.11461,Magnesium
17891,MNPCA,Surface Water,2019-02-14,,,,,45.050084,-93.273847,Chemical oxygen demand
17892,WIDNR_WQX,,2019-08-13,4.0,WIDNR_WQX,,,45.82015,-91.89824,pH
17893,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-10-29,,,,,40.269957,-84.152649,Total suspended solids
17894,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,39.812772,-104.95444,Turbidity
17895,SAMISHINDIAN_WQX,,2019-11-12,,,,,48.48,-122.59,Fecal Coliform
17896,INSTOR_WQX,,2019-10-03,,,,,41.6183461878,-87.1990612156,"Alkalinity, total"
17897,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-07,,,,,40.00148,-104.825378,Calcium
17898,MNPCA,Surface Water,2019-07-15,,,,,44.932031,-93.144877,Total dissolved solids
17899,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,40.00148,-104.825378,Conductivity
17900,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,40.00148,-104.825378,Sodium
17901,MTVOLWQM_WQX,Treated water supply,2019-08-28,,HDR,,,48.174717,-114.308265,"Biochemical oxygen demand, standard conditions"
17902,UTAHDWQ_WQX,,2019-01-15,,Division of Water Quality,,,38.87497,-111.28156,"Temperature, water"
17903,21OHIO_WQX,Wastewater Treatment Plant Effluent,2019-03-26,,,,,41.6872,-83.4797,Sodium
17904,21VASWCB,,2019-04-15,0.3,DEQ,,,37.6712,-77.5668,"Carbonaceous biochemical oxygen demand, standard conditions"
17905,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-08-21,,,,,40.00148,-104.825378,Calcium
17906,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-11-06,,,,,39.812806,-104.954333,Potassium
17907,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-16,,,,,39.812772,-104.95444,Total suspended solids
17908,UTAHDWQ_WQX,,2019-03-06,,Division of Water Quality,,,38.57944,-109.57183,Magnesium
17909,CHATTAHOOCHEERIVERKEEPER,,2019-01-17,,,,,33.768614,-84.425954,Escherichia coli
17910,SSCW,,2019-07-08,,,,,42.53021,-70.88631,Enterococcus
17911,MNPCA,Surface Water,2019-05-27,,,,,45.050084,-93.273847,"Alkalinity, total"
17912,UTAHDWQ_WQX,,2019-12-18,,Division of Water Quality,,,39.60687,-111.44536,Potassium
17913,UTAHDWQ_WQX,,2019-01-15,,Division of Water Quality,,,38.87497,-111.28156,Sodium
17914,MNPCA,Surface Water,2019-06-23,,,,,44.97736,-93.090457,Calcium
17915,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-17,,,,,39.812772,-104.95444,Turbidity
17916,SAMISHINDIAN_WQX,,2019-01-16,,,,,48.48,-122.57,Salinity
17917,UTAHDWQ_WQX,,2019-02-19,,Division of Water Quality,,,40.14387,-111.74946,"Alkalinity, total"
17918,MNPCA,Surface Water,2019-08-13,,,,,44.932031,-93.144877,Magnesium
17919,MNPCA,Surface Water,2019-08-26,,,,,44.875331,-92.99937,Total suspended solids
17920,UTAHDWQ_WQX,,2019-06-19,,Division of Water Quality,,,40.14387,-111.74946,Total volatile solids
17921,MNPCA,Surface Water,2019-09-06,,,,,45.023889,-93.277222,"Biochemical oxygen demand, standard conditions"
17922,SAMISHINDIAN_WQX,,2019-03-21,,,,,48.47,-122.59,Salinity
17923,MNPCA,Surface Water,2019-03-14,,,,,44.97736,-93.090457,pH
17924,MNPCA,Surface Water,2019-04-17,,,,,44.932031,-93.144877,Chloride
17925,MNPCA,Surface Water,2019-02-13,,,,,44.978056,-93.245,Total volatile solids
17926,MNPCA,Surface Water,2019-06-14,,,,,45.023889,-93.277222,Chloride
17927,MNPCA,Surface Water,2019-08-18,,,,,44.86311,-93.00493,Total volatile solids
17928,SAMISHINDIAN_WQX,,2019-08-15,,,,,48.48,-122.59,Salinity
17929,21VASWCB,Surface Water,2019-06-18,0.0,DEQ,,,37.6712,-77.5668,Silica
17930,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-01-02,,,,,39.812772,-104.95444,"Temperature, water"
17931,UTAHDWQ_WQX,,2019-11-20,,Bureau of Land Management,,,40.06274,-109.18622,Dissolved oxygen (DO)
17932,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-02-06,,,,,39.812806,-104.954333,Calcium
17933,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-06-19,,,,,40.00148,-104.825378,Turbidity
17934,INSTOR_WQX,,2019-08-06,,,,,41.6183461878,-87.1990612156,Fluoride
17935,MWRD_WQX,Wastewater Treatment Plant Effluent,2019-04-03,,,,,39.812806,-104.954333,Sulfate
